comuna,manzana,ubicacionX,ubicacionY,valorAfecto,valorExento,valorTotal,Identificador,tipo,antiguedad
14109.0,3681.0,-33.491763,-70.781504,411.7603547245557,843.8033238743618,1255.5636785989175,306133,1,10
15160.0,1013.0,-33.396661,-70.579874,2477.8792783288327,843.8033238743618,3321.682602203194,306136,1,47
15151.0,8254.0,-33.493755,-70.597075,624.8761204644832,843.8033238743618,1468.6794443388449,306140,1,59
15128.0,3164.0,-33.557128999999996,-70.573851,0.0,284.70469675616886,284.70469675616886,306143,1,25
13135.0,3001.0,-33.457464,-70.629839,0.0,545.1628588963633,545.1628588963633,306148,0,4
15103.0,11546.0,-33.441119,-70.590582,884.7321776367118,843.8033238743618,1728.5355015110736,306155,1,57
15105.0,3965.0,-33.454919,-70.57530799999999,1010.942151809183,1010.9421893001523,2021.8843411093353,306157,0,3
14501.0,687.0,-33.657233000000005,-70.913294,0.0,415.06068475755905,415.06068475755905,306161,1,18
13101.0,545.0,-33.450714000000005,-70.65705,281.3884330611864,843.8033238743618,1125.1917569355483,306162,0,25
15128.0,1520.0,-33.52203,-70.585074,0.0,656.7695006465318,656.7695006465318,306164,0,14
15128.0,291.0,-33.522484000000006,-70.60491400000001,0.0,673.4798630379908,673.4798630379908,306166,1,30
13159.0,6161.0,-33.3930077,-70.63353659999999,0.0,504.50416505924136,504.50416505924136,306173,0,10
15103.0,1323.0,-33.427498,-70.613155,1108.2399527013931,1108.2399901923625,2216.4799428937554,306176,0,9
15151.0,9128.0,-33.4931,-70.607001,0.0,584.8555604168846,584.8555604168846,306177,1,36
13101.0,329.0,-33.44304,-70.64501700000001,397.2861786917076,843.8033238743618,1241.0895025660693,306187,0,10
16106.0,2956.0,-33.4869,-70.65430500000001,705.2849894781594,843.8033238743618,1549.0883133525213,306194,0,5
15105.0,2669.0,-33.439178000000005,-70.574747,1971.2716824334939,843.8033238743618,2815.075006307856,306212,1,34
16106.0,2752.0,-33.486684999999994,-70.651865,377.67060359335943,843.8033238743618,1221.4739274677213,306216,0,12
13101.0,580.0,-33.447466,-70.63379499999999,32.27582556051811,843.8033238743618,876.0791494348799,306222,0,8
13101.0,580.0,-33.447466,-70.63379499999999,0.0,595.6857641915503,595.6857641915503,306223,0,8
15132.0,6401.0,-33.455588,-70.534133,0.0,663.9074063035066,663.9074063035066,306230,1,22
15105.0,1411.0,-33.447792,-70.618939,128.53898817122425,843.8033238743618,972.342312045586,306234,0,7
13101.0,608.0,-33.448701,-70.632931,547.3704771363198,843.8033238743618,1391.1738010106815,306235,0,6
15151.0,7140.0,-33.47933,-70.59757990000001,188.49263433670416,843.8033238743618,1032.295958211066,306241,0,5
13159.0,1175.0,-33.4236999,-70.64026,0.0,503.88987552623263,503.88987552623263,306261,1,12
14111.0,276.0,-33.458417,-70.753067,0.0,205.41515812378694,205.41515812378694,306265,1,25
16401.0,7018.0,-33.610264,-70.692654,0.0,600.6780241809254,600.6780241809254,306277,1,15
14601.0,271.0,-33.690186,-71.205212,118.48286044099127,843.8033238743618,962.286184315353,306281,1,1
15128.0,7394.0,-33.53427,-70.568638,760.5500525061026,843.8033238743618,1604.3533763804644,306282,1,11
13135.0,3071.0,-33.461141999999995,-70.63684599999999,2.7166706219639343,843.8033238743618,846.5199944963257,306291,1,65
14158.0,84.0,-33.354314,-70.67400699999999,575.459161274528,843.8033238743618,1419.2624851488897,306295,0,0
13167.0,2156.0,-33.412135600000006,-70.6589556,0.0,403.4244626325634,403.4244626325634,306297,1,0
13135.0,3001.0,-33.457464,-70.629839,0.0,545.1628588963633,545.1628588963633,306299,0,6
15108.0,2151.0,-33.3883,-70.540061,1717.0885337994212,843.8033238743618,2560.891857673783,306301,0,2
15108.0,1202.0,-33.413796999999995,-70.542615,1151.4484448558453,843.8033238743618,1995.251768730207,306306,1,48
16301.0,706.0,-33.617976,-70.576949,0.0,445.2875163694945,445.2875163694945,306307,1,60
16165.0,15070.0,-33.565205999999996,-70.68120400000001,0.0,611.7306993677897,611.7306993677897,306314,1,50
14109.0,3672.0,-33.492988000000004,-70.781221,435.9802332613132,843.8033238743618,1279.783557135675,306315,1,14
14157.0,542.0,-33.4528514,-70.703063,0.0,462.0082262684976,462.0082262684976,306316,0,1
15128.0,2776.0,-33.546966999999995,-70.57686600000001,0.0,515.6257861387638,515.6257861387638,306321,1,20
15108.0,2008.0,-33.403940000000006,-70.55579,1438.8414690611398,843.8033238743618,2282.6447929355018,306324,0,0
15108.0,1226.0,-33.419278999999996,-70.56394399999999,1588.6235902926883,843.8033238743618,2432.42691416705,306325,0,23
14158.0,16.0,-33.346934999999995,-70.67827700000001,1779.0392114299468,843.8033238743618,2622.8425353043085,306326,1,19
14114.0,276.0,-33.38108,-70.718521,381.375161258032,843.8033238743618,1225.1784851323937,306328,1,11
15151.0,6835.0,-33.4756799,-70.60117,0.0,195.1260615099338,195.1260615099338,306329,0,8
14127.0,2165.0,-33.3940198,-70.66058100000001,0.0,415.5550406795763,415.5550406795763,306331,0,0
16301.0,7518.0,-33.593775,-70.58560200000001,0.0,810.9608972938644,810.9608972938644,306333,1,13
14111.0,824.0,-33.45277,-70.767983,0.0,597.8441567887335,597.8441567887335,306334,1,21
15103.0,12847.0,-33.434626,-70.584349,3936.53048821865,843.8033238743618,4780.333812093012,306335,1,68
14127.0,2165.0,-33.3940198,-70.66058100000001,0.0,454.28662370951395,454.28662370951395,306336,0,0
14114.0,1048.0,-33.35308,-70.71545,0.0,791.9565749600065,791.9565749600065,306339,1,4
15105.0,5117.0,-33.455966,-70.613637,966.5395347895576,966.5395347895576,1933.0790695791152,306342,0,8
13101.0,1659.0,-33.45382,-70.6613,11.668989232218689,843.8033238743618,855.4723131065805,306343,0,1
13167.0,2154.0,-33.4077695,-70.66028879999999,0.0,435.8199968582568,435.8199968582568,306346,0,1
14107.0,1414.0,-33.440587699999995,-70.6923036,0.0,397.82267446328865,397.82267446328865,306367,0,0
16106.0,2752.0,-33.48681,-70.651313,332.14025821530237,843.8033238743618,1175.9435820896642,306375,0,12
14158.0,28.0,-33.344502,-70.661889,1046.8489027705452,1046.8489402615146,2093.6978430320596,306379,1,3
16165.0,5141.0,-33.56627,-70.658393,0.0,241.72572431615535,241.72572431615535,306393,1,32
13135.0,3117.0,-33.4623354,-70.64939609999999,0.0,832.0144385221209,832.0144385221209,306400,0,1
13135.0,3117.0,-33.4506683349609,-70.66465759277341,0.0,832.0144385221209,832.0144385221209,306402,0,1
14109.0,1309.0,-33.518626,-70.765486,0.0,732.8502996840635,732.8502996840635,306403,1,41
13167.0,2148.0,-33.413543,-70.65482800000001,0.0,635.8336810620742,635.8336810620742,306411,0,11
13167.0,1537.0,-33.419348,-70.65625,0.0,427.1930998620707,427.1930998620707,306413,0,50
15132.0,5555.0,-33.435992,-70.539556,2106.861147321139,843.8033238743618,2950.664471195501,306414,1,26
13101.0,1659.0,-33.45382,-70.6613,207.28472029299942,843.8033238743618,1051.0880441673612,306416,0,1
15151.0,7941.0,-33.487627,-70.598324,526.206337548443,843.8033238743618,1370.0096614228048,306418,0,4
14201.0,115.0,-33.179784999999995,-70.653338,0.0,376.76890828921586,376.76890828921586,306420,1,45
15105.0,738.0,-33.450446,-70.597525,978.5144878227457,978.514525313715,1957.0290131364607,306422,0,7
15108.0,724.0,-33.418453,-70.566312,2085.918166961533,2085.918241943472,4171.836408905005,306429,0,9
13135.0,2829.0,-33.454031,-70.633496,0.0,681.0859934113371,681.0859934113371,306433,0,2
13135.0,2829.0,-33.454031,-70.633496,0.0,681.0859934113371,681.0859934113371,306435,0,2
14127.0,3117.0,-33.3677859,-70.6814947,0.0,223.57799565029774,223.57799565029774,306437,0,38
15108.0,344.0,-33.425007,-70.588184,800.6749499214377,843.8033238743618,1644.4782737957994,306440,0,15
14109.0,175.0,-33.514635999999996,-70.756182,0.0,755.2062022060436,755.2062022060436,306445,1,50
15152.0,9292.0,-33.474584,-70.547227,0.0,748.4660757340075,748.4660757340075,306448,1,40
14114.0,1033.0,-33.36189,-70.71206600000001,0.0,822.2717352957607,822.2717352957607,306454,1,12
13101.0,489.0,-33.448637,-70.65534699999999,0.0,777.3692136906523,777.3692136906523,306456,0,2
13135.0,3141.0,-33.463489,-70.641109,0.0,788.800922577774,788.800922577774,306458,0,6
13101.0,89.0,-33.441992,-70.65945699999999,1110.5741779448874,1110.5741779448874,2221.148355889775,306469,0,6
14111.0,2131.0,-33.433443,-70.76023199999999,0.0,308.9859855007425,308.9859855007425,306470,1,50
14111.0,553.0,-33.459682,-70.740052,0.0,271.71887471605277,271.71887471605277,306477,1,27
15128.0,2736.0,-33.548001,-70.581047,404.9517697424633,843.8033238743618,1248.755093616825,306479,1,25
14109.0,6221.0,-33.562992,-70.776928,0.0,776.5659321810858,776.5659321810858,306480,1,12
13167.0,2152.0,-33.4169251,-70.656865,0.0,417.31681631187087,417.31681631187087,306483,0,1
15108.0,2450.0,-33.370449,-70.504586,1894.3911260375157,843.8033238743618,2738.1944499118777,306484,0,2
13135.0,3114.0,-33.462972,-70.648361,59.09791478977501,843.8033238743618,902.9012386641368,306487,0,1
16301.0,7270.0,-33.595326,-70.556088,0.0,275.6541143152143,275.6541143152143,306489,1,15
15108.0,1080.0,-33.416523,-70.55718900000001,944.7097430406451,843.8033238743618,1788.513066915007,306513,0,19
16301.0,8045.0,-33.593821999999996,-70.537013,0.0,692.8728917422015,692.8728917422015,306515,1,10
14113.0,969.0,-33.398778,-70.728913,0.0,120.59945060733496,120.59945060733496,306517,1,29
15128.0,2050.0,-33.527811,-70.592187,65.6492742310696,843.8033238743618,909.4525981054313,306519,1,24
15151.0,6968.0,-33.480599,-70.579275,0.0,344.9642692316488,344.9642692316488,306523,1,28
15108.0,335.0,-33.404753,-70.586855,2469.775905228828,843.8033238743618,3313.57922910319,306525,0,48
14109.0,2000.0,-33.50977,-70.741376,0.0,652.6363837110736,652.6363837110736,306526,1,28
13101.0,691.0,-33.451575,-70.64066899999999,199.81460715650118,843.8033238743618,1043.617931030863,306533,0,4
15108.0,927.0,-33.400513000000004,-70.57210400000001,1580.1516809638479,843.8033238743618,2423.95500483821,306539,0,0
13134.0,831.0,-33.4552735,-70.6716022,648.2697355274548,843.8033238743618,1492.0730594018166,306543,0,0
14505.0,519.0,-33.572788,-70.81638000000001,0.0,528.0464318157364,528.0464318157364,306546,1,8
16106.0,1958.0,-33.481211,-70.649741,35.79011655567465,843.8033238743618,879.5934404300364,306551,0,9
15128.0,3652.0,-33.559024,-70.575488,303.30865302820183,843.8033238743618,1147.1119769025636,306559,1,38
16165.0,15415.0,-33.576285999999996,-70.688964,0.0,317.0631149221931,317.0631149221931,306562,1,27
16106.0,2162.0,-33.482310999999996,-70.655447,1295.43281262126,843.8033238743618,2139.2361364956214,306564,0,1
14201.0,1379.0,-33.2012596130371,-70.6752090454102,1802.4887630192077,843.8033238743618,2646.2920868935694,306566,1,11
16106.0,3861.0,-33.492234,-70.655525,498.7636228123551,843.8033238743618,1342.5669466867168,306575,0,6
16131.0,5506.0,-33.543282,-70.612868,0.0,361.7353295025061,361.7353295025061,306577,1,28
14111.0,852.0,-33.450255,-70.762054,0.0,681.7403232996252,681.7403232996252,306579,1,11
14157.0,539.0,-33.454833,-70.697113,85.0913786141763,843.8033238743618,928.8947024885381,306580,0,8
15108.0,1697.0,-33.39591,-70.558167,2877.7979979072543,2877.7979979072543,5755.595995814509,306581,0,4
13101.0,180.0,-33.436651,-70.647456,0.0,762.8863022619427,762.8863022619427,306582,0,10
14109.0,3420.0,-33.482467,-70.74276,0.0,613.2504333018784,613.2504333018784,306591,1,27
14111.0,3760.0,-33.44215,-70.76139,0.0,485.81337970216424,485.81337970216424,306597,0,7
13135.0,3114.0,-33.462972,-70.648361,31.602337786885585,843.8033238743618,875.4056616612473,306601,0,1
16301.0,6162.0,-33.549510999999995,-70.561724,0.0,654.1066670565727,654.1066670565727,306603,1,26
15105.0,3916.0,-33.454352,-70.614487,1195.3918349917465,1195.3918349917465,2390.783669983493,306610,0,10
14505.0,223.0,-35.786228179931605,-71.674674987793,0.0,807.175021716644,807.175021716644,306616,1,5
16153.0,1732.0,-33.538022,-70.637375,0.0,261.35333401566896,261.35333401566896,306619,1,35
15108.0,1861.0,-33.420487,-70.539305,1732.3295876105842,1732.3296251015536,3464.659212712138,306633,0,10
14111.0,2595.0,-33.430212,-70.759394,644.7201655301279,843.8033238743618,1488.5234894044897,306643,1,7
13135.0,2821.0,-33.456601,-70.65542099999999,301.3151082233067,843.8033238743618,1145.1184320976686,306669,0,5
14114.0,2555.0,-33.351917,-70.72925,0.0,825.0732104904231,825.0732104904231,306676,1,17
14158.0,5101.0,-33.342301,-70.672614,1186.021604546005,1186.021604546005,2372.04320909201,306677,1,8
16301.0,7407.0,-33.560207,-70.543576,0.0,840.5385727712837,840.5385727712837,306688,1,12
16106.0,3762.0,-33.489474,-70.658486,353.6581250991168,843.8033238743618,1197.4614489734786,306690,0,20
13101.0,610.0,-33.449027,-70.634547,0.0,680.3715654991604,680.3715654991604,306706,0,6
16163.0,402.0,-33.477287,-70.622899,0.0,650.5509485402704,650.5509485402704,306712,0,5
16301.0,6717.0,-33.585639,-70.583202,0.0,463.3492782426033,463.3492782426033,306714,0,8
14111.0,2647.0,-33.4335548,-70.777402,0.0,624.3260154710234,624.3260154710234,306715,1,13
16106.0,2162.0,-33.482310999999996,-70.655447,410.3132033071534,843.8033238743618,1254.116527181515,306720,0,1
15128.0,693.0,-33.530778000000005,-70.602494,0.0,485.06595973694834,485.06595973694834,306721,1,31
15108.0,1532.0,-33.417173999999996,-70.541317,1129.2007412714463,843.8033238743618,1973.004065145808,306723,1,44
16301.0,1245.0,-33.618007,-70.592096,0.0,135.75851166850185,135.75851166850185,306733,1,31
15128.0,1405.0,-33.540221,-70.59483900000001,170.04430307849597,843.8033238743618,1013.8476269528577,306742,1,9
13101.0,209.0,-33.435914000000004,-70.656865,283.47997925999573,843.8033238743618,1127.2833031343575,306743,0,5
15128.0,687.0,-33.530113,-70.605407,0.0,204.4297454850563,204.4297454850563,306750,0,38
16301.0,675.0,-33.617953,-70.582836,0.0,295.1484811096127,295.1484811096127,306752,1,20
16403.0,5410.0,-33.7314491271973,-70.7416305541992,0.0,134.52772063529198,134.52772063529198,306753,1,0
14601.0,4051.0,-33.674195000000005,-71.181054,0.0,366.1122127207609,366.1122127207609,306757,1,5
15152.0,9079.0,-33.503077000000005,-70.574275,0.0,454.7181072759099,454.7181072759099,306759,1,26
13101.0,464.0,-33.447244,-70.640041,787.5443377576427,843.8033238743618,1631.3476616320045,306760,0,9
15105.0,6370.0,-33.4717256,-70.5814238,0.0,485.70191905024876,485.70191905024876,306761,0,35
14114.0,1509.0,-33.355517,-70.74630400000001,0.0,257.291449922,257.291449922,306763,1,17
15103.0,1441.0,-33.426077,-70.60024,577.8528471954318,843.8033238743618,1421.6561710697936,306776,0,13
15105.0,359.0,-33.452706,-70.58286,1756.3083992143393,843.8033238743618,2600.111723088701,306779,1,80
15160.0,421.0,-33.403427,-70.593722,2568.4760933210214,2568.4760933210214,5136.952186642043,306783,0,9
15128.0,2944.0,-33.552151,-70.58202800000001,0.0,694.7890176953626,694.7890176953626,306786,1,24
16301.0,1039.0,-33.621601,-70.588363,0.0,508.1090342363783,508.1090342363783,306787,1,42
16301.0,7584.0,-33.597589,-70.591701,0.0,597.9454573879517,597.9454573879517,306790,1,5
13135.0,3472.0,-33.4675,-70.647681,1386.8693503452355,843.8033238743618,2230.6726742195974,306795,1,102
14109.0,1054.0,-33.525542,-70.76320600000001,0.0,619.5080135072465,619.5080135072465,306803,1,34
16301.0,8830.0,-33.585553000000004,-70.565282,0.0,398.8971281542558,398.8971281542558,306805,1,22
14158.0,6076.0,-33.386196999999996,-70.606266,668.1082319296339,843.8033238743618,1511.9115558039957,306809,0,12
16301.0,8142.0,-33.587872,-70.590655,0.0,497.19646280202255,497.19646280202255,306813,1,22
16106.0,1958.0,-33.481211,-70.649741,885.8853248723714,843.8033238743618,1729.6886487467332,306817,0,8
14109.0,6043.0,-33.556564,-70.789007,0.0,783.9260843044432,783.9260843044432,306824,1,23
14109.0,3222.0,-33.536534,-70.775778,0.0,577.2188374125383,577.2188374125383,306825,1,27
14158.0,6950.0,-33.355823,-70.678839,627.8532033596407,843.8033238743618,1471.6565272340024,306827,1,9
15152.0,9412.0,-33.475068,-70.552414,506.19748218147953,843.8033238743618,1350.0008060558414,306833,1,17
14109.0,8490.0,-33.533432,-70.79835,136.30449265533164,843.8033238743618,980.1078165296934,306837,1,2
14158.0,77.0,-33.353902000000005,-70.679064,359.8112179728708,843.8033238743618,1203.6145418472324,306838,0,6
13101.0,452.0,-33.445342,-70.643163,643.9056367297527,843.8033238743618,1487.7089606041145,306839,0,6
15108.0,293.0,-33.412677,-70.601703,2120.612310009826,843.8033238743618,2964.415633884188,306840,0,24
13101.0,1010.0,-33.442831,-70.639792,123.52209661497787,843.8033238743618,967.3254204893396,306854,0,45
15105.0,5636.0,-33.460454,-70.598638,1455.2641632446785,1455.2642007356478,2910.528363980326,306855,0,8
14157.0,353.0,-33.44686,-70.6882,0.0,209.65190009856374,209.65190009856374,306856,0,48
15128.0,935.0,-33.536695,-70.601511,0.0,454.7054353282653,454.7054353282653,306866,1,30
15132.0,3313.0,-33.459576,-70.568389,700.0435645063995,843.8033238743618,1543.8468883807614,306867,1,17
13101.0,716.0,-33.454426,-70.65901600000001,330.08421596447954,843.8033238743618,1173.8875398388413,306869,0,3
15108.0,1637.0,-33.396862,-70.557618,2605.001857677532,843.8033238743618,3448.805181551894,306873,1,48
14201.0,3157.0,-33.214518,-70.67826099999999,43.69250056892546,843.8033238743618,887.4958244432872,306875,1,0
15128.0,8130.0,-33.537776,-70.568689,0.0,836.8274166960033,836.8274166960033,306876,1,24
13101.0,591.0,-33.448753,-70.64146600000001,91.85677399956286,843.8033238743618,935.6600978739247,306877,0,6
13135.0,3028.0,-33.460916,-70.655642,598.6223193488269,843.8033238743618,1442.4256432231887,306882,0,56
13134.0,203.0,-33.436062,-70.676556,60.018468051508094,843.8033238743618,903.8217919258699,306883,0,7
13167.0,1424.0,-33.419161800000005,-70.6562945,0.0,407.865717845214,407.865717845214,306884,1,0
14109.0,6242.0,-33.5673,-70.77579,1252.0851164975636,843.8033238743618,2095.8884403719253,306886,1,0
14107.0,1414.0,-33.440587699999995,-70.6923036,0.0,488.9617213453709,488.9617213453709,306888,0,1
16162.0,2773.0,-33.48393,-70.661274,0.0,181.54593262347933,181.54593262347933,306893,0,26
15152.0,9780.0,-33.488673999999996,-70.544891,2317.077961346061,2317.07799883703,4634.15596018309,306896,1,6
16163.0,3613.0,-33.494252,-70.62429200000001,0.0,371.6183239362219,371.6183239362219,306897,1,49
15160.0,2355.0,-33.376168,-70.54528499999999,1376.718595408331,843.8033238743618,2220.5219192826926,306905,0,21
14158.0,5102.0,-33.340668,-70.672075,599.1697624834618,843.8033238743618,1442.9730863578236,306906,0,0
14158.0,92.0,-33.343568,-70.671071,503.38640929866017,843.8033238743618,1347.189733173022,306907,1,9
15103.0,2218.0,-33.436234000000006,-70.61585699999999,605.6842683018727,843.8033238743618,1449.4875921762346,306920,0,55
14504.0,639.0,-33.603991,-70.905458,211.64833170809982,843.8033238743618,1055.4516555824616,306925,1,5
13101.0,1472.0,-33.44719,-70.64695999999999,309.6647220100858,843.8033238743618,1153.4680458844475,306926,0,3
16106.0,5452.0,-33.504446,-70.65659699999999,1140.4029304441292,843.8033238743618,1984.2062543184911,306940,0,0
15108.0,1747.0,-33.394974,-70.560705,3067.4171608913703,3067.4171608913703,6134.8343217827405,306944,0,4
15128.0,6493.0,-33.510116,-70.527514,1220.6090857864613,1220.6090857864613,2441.2181715729225,306957,0,8
15128.0,683.0,-33.52845,-70.607692,0.0,704.8365225026422,704.8365225026422,306961,1,47
14158.0,6074.0,-33.383676,-70.610075,369.61844315750443,843.8033238743618,1213.4217670318662,306962,0,1
15160.0,1715.0,-33.393438,-70.56739300000001,1674.8932350919972,843.8033238743618,2518.696558966359,306965,1,42
15108.0,2021.0,-33.3959488,-70.5490874,337.28713096232946,843.8033238743618,1181.0904548366912,306967,0,0
14201.0,1473.0,-33.254288,-70.631516,3601.240388721367,843.8033238743618,4445.043712595729,306970,1,4
15108.0,1308.0,-33.4264,-70.557558,1449.0616947642736,843.8033238743618,2292.8650186386353,306980,1,40
16162.0,12160.0,-33.494662,-70.687285,0.0,324.5645330181093,324.5645330181093,306985,1,45
15108.0,2010.0,-33.403575399999994,-70.5533947,1065.0152269572068,843.8033238743618,1908.8185508315685,306991,0,1
15152.0,6787.0,-33.475778000000005,-70.564528,0.0,380.07966081170196,380.07966081170196,306993,1,25
14109.0,3795.0,-33.477594,-70.760009,815.4481539259231,843.8033238743618,1659.2514778002849,306994,1,8
15128.0,3063.0,-33.556723999999996,-70.59859300000001,0.0,302.5002727468021,302.5002727468021,306997,1,33
16165.0,5249.0,-33.56896,-70.668239,0.0,231.28857586428867,231.28857586428867,306998,1,35
15128.0,1532.0,-33.519949,-70.582222,0.0,177.3226873976731,177.3226873976731,307000,0,32
14158.0,6074.0,-33.383676,-70.610075,1915.9645170469564,843.8033238743618,2759.767840921318,307001,0,0
14501.0,618.0,-33.655427,-70.915324,0.0,271.96683998741804,271.96683998741804,307002,1,22
16106.0,2162.0,-33.482310999999996,-70.655447,1295.43281262126,843.8033238743618,2139.2361364956214,307006,0,1
13134.0,880.0,-33.455773,-70.66534300000001,381.8297767525247,843.8033238743618,1225.6331006268865,307011,0,6
16301.0,4716.0,-33.576811799999994,-70.5936022,0.0,688.6319882698255,688.6319882698255,307020,1,5
14505.0,905.0,-33.57801,-70.80589599999999,0.0,205.0157668271655,205.0157668271655,307022,1,0
16110.0,2505.0,-33.515476,-70.6637636,0.0,525.5418476074575,525.5418476074575,307034,0,1
15108.0,2021.0,-33.3959488,-70.5490874,408.882997807903,843.8033238743618,1252.6863216822649,307036,0,1
15160.0,471.0,-33.403526,-70.59683000000001,1550.1802378352115,1550.1802378352115,3100.360475670423,307051,0,10
15105.0,4163.0,-33.456699,-70.57810400000001,1294.2482854442437,1294.248322935213,2588.4966083794566,307053,0,3
14109.0,8091.0,-33.504832,-70.797253,0.0,787.8519511612641,787.8519511612641,307054,1,9
15103.0,1533.0,-33.429239,-70.606413,2619.7067906268076,843.8033238743618,3463.5101145011695,307058,0,18
14202.0,749.0,-33.29788,-70.880094,62.8325027209071,843.8033238743618,906.6358265952689,307060,1,11
13135.0,3151.0,-33.464857,-70.65144699999999,158.7248046626769,843.8033238743618,1002.5281285370386,307069,0,11
13135.0,3388.0,-33.466303,-70.627234,55.95879592503156,843.8033238743618,899.7621197993933,307071,0,9
15108.0,1080.0,-33.416656,-70.55641800000001,1132.32572604074,843.8033238743618,1976.1290499151016,307072,0,20
14107.0,247.0,-33.437847999999995,-70.688468,0.0,306.5642563347554,306.5642563347554,307073,0,9
15160.0,2111.0,-33.386939,-70.54681500000001,2068.906639613183,843.8033238743618,2912.709963487545,307084,1,48
14109.0,3727.0,-33.469301,-70.743012,0.0,600.9607810718593,600.9607810718593,307089,1,18
14113.0,1709.0,-33.39143789999999,-70.7543462,0.0,368.5426023006708,368.5426023006708,307091,1,10
14202.0,655.0,-33.2841186523438,-70.8783264160156,0.0,704.4948672988394,704.4948672988394,307097,1,0
14157.0,7023.0,-33.4523693,-70.6980304,0.0,665.2171158272251,665.2171158272251,307098,0,9
16131.0,6136.0,-33.551928000000004,-70.624139,0.0,459.293655140818,459.293655140818,307104,1,35
15128.0,7854.0,-33.534371,-70.55155400000001,806.3076306494673,843.8033238743618,1650.1109545238292,307106,1,14
15108.0,2006.0,-33.404392,-70.555815,1198.4193057497275,1198.419343240697,2396.8386489904246,307119,0,3
15108.0,222.0,-33.416628,-70.588036,1444.3824843690777,1444.382521860047,2888.7650062291245,307120,0,12
13101.0,694.0,-33.451142,-70.640389,308.4434536830941,843.8033238743618,1152.2467775574557,307140,0,3
14109.0,4247.0,-33.477629,-70.75198,563.2589999883778,843.8033238743618,1407.0623238627395,307141,1,13
15132.0,500.0,-33.44899,-70.566096,187.19945833047464,843.8033238743618,1031.0027822048364,307144,1,45
13101.0,663.0,-33.454516,-70.663444,3015.1963270847136,843.8033238743618,3858.999650959075,307145,1,70
15105.0,5132.0,-33.457395,-70.600243,929.0843318115749,929.0843693025442,1858.1687011141191,307146,0,10
14201.0,1509.0,-33.19882,-70.65116,1243.0464936758358,843.8033238743618,2086.8498175501977,307148,1,0
14155.0,1328.0,-33.4499233,-70.7107347,0.0,486.34129004176117,486.34129004176117,307149,1,47
15108.0,2916.0,-33.417445,-70.535271,346.8572257657437,843.8033238743618,1190.6605496401055,307153,1,47
14113.0,733.0,-33.403714,-70.720961,0.0,199.23349713137847,199.23349713137847,307155,1,13
15108.0,2008.0,-33.403940000000006,-70.55579,1545.1648459177395,843.8033238743618,2388.9681697921014,307159,0,1
15108.0,672.0,-33.417433,-70.568538,1109.1656422259289,843.8033238743618,1952.9689661002906,307162,0,19
14109.0,5542.0,-33.552801,-70.767464,72.52886710913509,843.8033238743618,916.3321909834968,307163,1,6
15105.0,5633.0,-33.46141,-70.60122199999999,1066.0021017437425,1066.0021392347119,2132.004240978454,307171,0,8
14109.0,6088.0,-33.561341,-70.786837,0.0,551.0065762909359,551.0065762909359,307172,1,27
14155.0,3529.0,-33.456027899999995,-70.7062328,0.0,384.3138908915315,384.3138908915315,307176,0,40
15105.0,5127.0,-33.456666999999996,-70.60676099999999,1311.7958586725422,1311.7958586725422,2623.5917173450844,307177,0,9
13159.0,1364.0,-33.421306,-70.6492511,0.0,581.4230747168775,581.4230747168775,307178,0,10
13101.0,322.0,-33.53127,-70.67238,0.0,669.6175058832704,669.6175058832704,307180,0,59
15128.0,6497.0,-33.513529999999996,-70.5424,1089.4840455305327,843.8033238743618,1933.2873694048947,307184,1,1
15103.0,2503.0,-33.4393006,-70.62670390000001,1857.8271958741939,843.8033238743618,2701.6305197485553,307188,0,1
15105.0,3056.0,-33.435965,-70.580164,1058.6830022318375,843.8033238743618,1902.4863261061992,307195,0,3
15103.0,1334.0,-33.425595,-70.604208,1996.799133508716,843.8033238743618,2840.6024573830778,307200,0,35
16163.0,4312.0,-33.49762,-70.62950699999999,0.0,708.3331552512288,708.3331552512288,307204,1,50
14109.0,7870.0,-33.522357,-70.788099,0.0,589.8952464825036,589.8952464825036,307208,1,15
16106.0,4248.0,-33.493987,-70.651256,0.0,694.294736755284,694.294736755284,307214,0,12
14107.0,187.0,-33.437022,-70.688296,0.0,318.0317690976186,318.0317690976186,307218,1,18
15105.0,55.0,-33.455185,-70.586251,1417.1682396002864,843.8033238743618,2260.971563474648,307224,0,4
16162.0,12160.0,-33.494662,-70.687285,0.0,324.5645330181093,324.5645330181093,307228,1,57
15151.0,6938.0,-33.47801,-70.59812,0.0,427.27006882217245,427.27006882217245,307231,0,5
15152.0,9780.0,-33.48887,-70.54609,1615.9929726927026,1615.993010183672,3231.9859828763747,307234,1,9
16165.0,453.0,-33.549457000000004,-70.662909,54.52859042578119,843.8033238743618,898.3319143001429,307236,1,49
15128.0,7913.0,-33.538364,-70.541572,1122.0704837722215,1122.0704837722215,2244.140967544443,307240,1,6
15108.0,1503.0,-33.407608,-70.566558,970.1733095040732,970.1733469950426,1940.3466564991159,307243,0,11
15108.0,2419.0,-33.376823,-70.524812,1170.6509069627853,1170.6509444537546,2341.30185141654,307244,0,10
14157.0,3397.0,-33.460553000000004,-70.721812,406.40641935373816,843.8033238743618,1250.2097432281,307245,1,22
14109.0,3609.0,-33.466916999999995,-70.75944100000001,0.0,404.04235129863093,404.04235129863093,307246,1,21
